! ID,Primary,Secondary,Ytitle,Title,Slegend
! First group is for Quick Results dashboard: ID is converted to format 'ckbpxxx' - e.g. 16 -> ckbp016,,,,,
CVP DOS AMIGOS,"C_CVPJU/FLOW-CHANNEL,D_SWPJUCVP/FLOW-DELIVERY,D_DOSAMIGOSCVP/FLOW-DELIVERY,C_DSAMGC/FLOW-CHANNEL",null,Flow,Flows at CVP Dos Amigos,null
BANKS PP,"C_BNKEXP/FLOW-CHANNEL,I_CVCWHEEL/FLOW-INFLOW,D_BANKS/FLOW-DELIVERY",null,Flow,Flows at Banks Pumping Plant,null
SOUTH BAY,"D_BANKS/FLOW-DELIVERY,D_SBAY/FLOW-DELIVERY,D_DELVALLE/FLOW-DELIVERY,I_DELVALLE/FLOW-INFLOW,C_SBAY/FLOW-CHANNEL",null,Flow,Flows at South Bay Aquenduct,null
O'NEIL FB SWP,"C_SBAY/FLOW-CHANNEL,D_OFBSWP/FLOW-DELIVERY,D_ONEILLFBSWP/FLOW-DELIVERY,C_ONLFB/FLOW-CHANNEL,C_OFBSWP/FLOW-CHANNEL",null,Flow,Flows at O'Neil Forebay SWP,null
SWP JOINTUSE,"C_OFBSWP/FLOW-CHANNEL,C_SLSWP/FLOW-CHANNEL,D_SWPJUCVP/FLOW-DELIVERY,C_SWPJU/FLOW-CHANNEL",null,Flow,Flows at SWP Joint Use,null
SWP DOS AMIGOS,"C_SWPJU/FLOW-CHANNEL,D_DOSAMIGOSSWP/FLOW-DELIVERY,D_CVPJUSWP/FLOW-DELIVERY,C_DSAMGS/FLOW-CHANNEL",null,Flow,Flows at SWP Dos Amigos,null
JOINT USE TERMINAL (830),"C_DSAMGS/FLOW-CHANNEL,C_DSAMGC/FLOW-CHANNEL,C_JTUTERM/FLOW-CHANNEL",null,Flow,Flows at Joint Use Terminal,null
LAS PERILLAS (850),"C_JTUTERM/FLOW-CHANNEL,D_EMP2DUD/FLOW-DELIVERY,C_COASTAQDCT/FLOW-CHANNEL,C_LASPER/FLOW-CHANNEL",null,Flow,Flows at Las Perillas,null
BADGER HILL,"C_COASTAQDCT/FLOW-CHANNEL,D_COASTAQDCT/FLOW-DELIVERY",null,Flow,Flows at Badger Hill,null
KCWA (851),"C_LASPER/FLOW-CHANNEL,D_KCWA/FLOW-DELIVERY,C_KCWA/FLOW-CHANNEL",null,Flow,Flows at Kern County Water Agency,null
CROSS VALLEY CANAL (857),"C_KCWA/FLOW-CHANNEL,D_CVP_CVC/FLOW-DELIVERY,D_CVPRFG_854/FLOW-DELIVERY,C_CVC/FLOW-CHANNEL",null,Flow,Flows at Cross Valley Canal,null
CHRISMAN PUMPING PLANT (864),"C_CVC/FLOW-CHANNEL,D_CVC2CHRIS/FLOW-DELIVERY,I_KERN_S2D/FLOW-INFLOW,C_CHRISPP/FLOW-CHANNEL",null,Flow,Flows at Chrisman Pumping Plant,null
OSO AND ALAMO BIFURCATION POINT (875),"C_CHRISPP/FLOW-CHANNEL,C_OSO/FLOW-CHANNEL,C_ALAMO/FLOW-CHANNEL",null,Flow,Flows at Oso and Alamo Bifurcation Point,null
WARNE POWER PLANT (892),"C_OSO/FLOW-CHANNEL,D_OSO/FLOW-DELIVERY,C_WARNEPP/FLOW-CHANNEL",null,Flow,Flows at Warne Power Plant,null
WEST BRANCH,"C_WARNEPP/FLOW-CHANNEL,D_PYRAMID/FLOW-DELIVERY,D_CASTAIC/FLOW-DELIVERY,AD_CASTAIC_S2D/FLOW-ACCRDEPL,D_WARNEPP/FLOW-DELIVERY,D_WARNEPP_SPILL/FLOW-DELIVERY,I_CASTAIC/FLOW-INFLOW,I_PYRAMID/FLOW-INFLOW",null,Flow,Flows at West Branch,null
PEARBLOSSOM PUMPING PLANT (880),"C_ALAMO/FLOW-CHANNEL,D_ALAMO/FLOW-DELIVERY,C_PEARBLPP/FLOW-CHANNEL",null,Flow,Flows at Pearblossom Pumping Plant,null
EAST BRANCH,"C_PEARBLPP/FLOW-CHANNEL,D_PEARBLPP/FLOW-DELIVERY,D_PERRIS/FLOW-DELIVERY,D_SILVERWOOD/FLOW-DELIVERY,I_PERRIS/FLOW-INFLOW,I_SILVERWOOD/FLOW-INFLOW",null,Flow,Flows at East Branch,null
SACRAMENTO RIVER,C_HOOD/FLOW-CHANNEL,null,Flow,Flow at Hood,null
SAN JOAQUIN RIVER,C_SJRVER/FLOW-CHANNEL,null,Flow,San Joaquin River,null
EAST SIDE STREAMS,AD_CALAVERAS_S2D/FLOW-ACCRDEPL+AD_MOKELUMNE_S2D/FLOW-ACCRDEPL,null,Flow,East Side Streams,null
EXPORTS,D_BANKS_SWP/FLOW-DELIVERY+D_BANKS_CVP/FLOW-DELIVERY+D_JONES/FLOW-DELIVERY,null,Flow,Exports,null
DELTA OUTFLOW,C_SACSJR/FLOW-CHANNEL,null,Flow,Delta Outflow,null
NET DICU,NET_DICU/DICU_FLOW,null,DICU,Net DICU,null
NBA EXPORTS,C_NBA/FLOW-CHANNEL,null,Flow,North Bay Aqueduct,null
CCWD EXPORTS,D_CCWDINTK/FLOW-DELIVERY+D_CCWDVCOR/FLOW-DELIVERY,null,Flow,CCWD Total Exports,null
JP,JP_EC_MONTH/SALINITY,JP_EC_STD/SALINITY(-1),Electrical Conductivity,Jersey Point Salinity,Salinity Standard
RS,RS_CL_MONTH/SALINITY,RS_CL_STD/SALINITY(-1),Chloride Concentration,Rock Slough Salinity,Salinity Standard
EM,EM_EC_MONTH/SALINITY,EM_EC_STD/SALINITY(-1),Electrical Conductivity,Emmaton Salinity,Salinity Standard
CO,CO_EC_MONTH/SALINITY,CO_EC_STD/SALINITY(-1),Electrical Conductivity,Collinsville Salinity,Salinity Standard
RV,C_SACRV/FLOW-CHANNEL,RIOVISTA_SWRCB_DV/DELTAFLOWCRITERIA,Flow,Sacramento River at Rio Vista,Sacramento River Flow Criteria at Rio Vista
SJR,C_SJR/FLOW-ACCRDEPL,SJR_SWRCB_DV/DELTAFLOWCRITERIA,Flow,San Joaquin River at Vernalis,San Joaquin River Flow Criteria at Vernalis
DO,C_SACSJR/FLOW-CHANNEL,NDO_SWRCB_DV/DELTAFLOWCRITERIA,Flow,Net Delta Outflow,Detla OutFlow Criteria
I_BRANANIS,I_BRANANIS_S2D/FLOW-INFLOW,null,Flow,Inflows to Brannan Island,null
I_CASTAIC,I_CASTAIC/FLOW-INFLOW,null,Flow,Inflows to Castaic,null
I_CONEYIS,I_CONEYIS_S2D/FLOW-INFLOW,null,Flow,Inflows to Coney Island,null
I_CVCWHEEL,I_CVCWHEEL/FLOW-INFLOW,null,Flow,Inflows to CVC Wheel,null
I_DELVALLE,I_DELVALLE/FLOW-INFLOW,null,Flow,Inflows to DelValle ,null
I_FOLSM,I_FOLSM_S2D/FLOW-INFLOW,null,Flow,Inflows to Folsom Lake,null
I_HOOD,I_HOOD_S2D/FLOW-INFLOW,null,Flow,Inflows to Hood ,null
I_MDOTA,I_MDOTA_S2D/FLOW-INFLOW,null,Flow,Inflows to James Bifurcation Point (I_MDOTA_S2D),null
I_KELLYRIDGE,I_KELLYRIDGE_S2D/FLOW-INFLOW,null,Flow,Inflows to Kelly Ridge,null
I_KERN (KERN RIVER INTERTIE),I_KERN_S2D/FLOW-INFLOW,null,Flow,Inflows to Kern River,null
I_LEWISTON,I_LEWISTON_S2D/FLOW-INFLOW,null,Flow,Inflows to Lewiston ,null
I_MARSHCR,I_MARSHCR_S2D/FLOW-INFLOW,null,Flow,Inflows to Marsh Creek,null
I_MEDFORDIS,I_MEDFORDIS_S2D/FLOW-INFLOW,null,Flow,Inflows to Medford Island,null
I_MOKELUMNE,I_MOKELUMNE_S2D/FLOW-INFLOW,null,Flow,Inflows from Mokelumne River,null
I_NIMBUS,I_NIMBUS_S2D/FLOW-INFLOW,null,Flow,Inflows to Nimbus ,null
I_OROVL,I_OROVL_S2D/FLOW-INFLOW,null,Flow,Inflows to Oroville Lake,null
I_PYRAMID,I_PYRAMID/FLOW-INFLOW,null,Flow,Inflows to Pyramid Lake,null
I_SACSJR,I_SACSJR_S2D/FLOW-INFLOW,null,Flow,Inflows from San Joaquin River,null
I_SHSTA,I_SHSTA_S2D/FLOW-INFLOW,null,Flow,Inflows to Shasta Lake,null
I_STOCKTON,I_STOCKTON_S2D/FLOW-INFLOW,null,Flow,Inflows to Stockton ,null
I_TERMINOUS,I_TERMINOUS_S2D/FLOW-INFLOW,null,Flow,Inflows to Terminous ,null
I_TRNTY,I_TRNTY_S2D/FLOW-INFLOW,null,Flow,Inflows to Trinity ,null
I_WKYTN,I_WKYTN_S2D/FLOW-INFLOW,null,Flow,Inflows to Whiskeytown ,null
I_YUBA,I_YUBA_S2D/FLOW-INFLOW,null,Flow,Inflows to Yuba City,null
I_CALAV,I_CALAV_S2D/FLOW-INFLOW,null,Flow,Inflows to Calaveras,null
I_NHGAN,I_NHGAN_S2D/FLOW-INFLOW,null,Flow,Inflows to New Hogan,null
I_SJRSTAN,I_SJRSTAN_S2D/FLOW-INFLOW,null,Flow,Inflows at SJRStanislaus,null
I_STANRIPN,I_STANRIPN_S2D/FLOW-INFLOW,null,Flow,Inflows at Ripon,null
I_STANGDWN,I_STANGDWN_S2D/FLOW-INFLOW,null,Flow,Inflows to Goodwin,null
I_MELON,I_MELON_S2D/FLOW-INFLOW,null,Flow,Inflows to New Melones,null
I_SJRMAZE,I_SJRMAZE_S2D/FLOW-INFLOW,null,Flow,Inflows to SJRMaze,null
I_TUOL,I_TUOL_S2D/FLOW-INFLOW,null,Flow,Inflows to Tuolumne,null
I_PEDRO,I_PEDRO_S2D/FLOW-INFLOW,null,Flow,Inflows to New Don Pedro,null
I_MERCED2,I_MERCED2_S2D/FLOW-INFLOW,null,Flow,Inflows to Merced2,null
I_MERCED1,I_MERCED1_S2D/FLOW-INFLOW,null,Flow,Inflows to Merced1,null
I_MCLRE,I_MCLRE_S2D/FLOW-INFLOW,null,Flow,Inflows to McClure,null
I_SJRMS,I_SJRMS_S2D/FLOW-INFLOW,null,Flow,Inflows to SJRMudSalt,null
I_EASTBYP,I_EASTBYP_S2D/FLOW-INFLOW,null,Flow,Inflows to Chowchilla2,null
I_ESTMN,I_ESTMN_S2D/FLOW-INFLOW,null,Flow,Inflows to Eastman,null
I_HNSLY,I_HNSLY_S2D/FLOW-INFLOW,null,Flow,Inflows to Hensley,null
I_MLRTN,I_MLRTN_S2D/FLOW-INFLOW,null,Flow,Inflows to Millerton,null
C_ALAMO,C_ALAMO/FLOW-CHANNEL,null,Flow,Flows below Alamo,null
C_BNKEXP,C_BNKEXP/FLOW-CHANNEL,null,Flow,CVP Exports through Banks Pumping Plant,null
C_CHRISPP,C_CHRISPP/FLOW-CHANNEL,null,Flow,Flows below Chrisman Pumping Plant,null
C_COASTAQDCT (850),C_COASTAQDCT/FLOW-CHANNEL,null,Flow,Flows below Coastal Aqueduct,null
C_CONYIS,C_CONYIS/FLOW-CHANNEL,null,Flow,Flows below Coney Island,null
C_CVC,C_CVC/FLOW-CHANNEL,null,Flow,Flows below Cross Valley Canal,null
C_CVPDMC,C_CVPDMC/FLOW-CHANNEL,null,Flow,Flows below CVP Delta Mendota Canal,null
C_CVPJU,C_CVPJU/FLOW-CHANNEL,null,Flow,Flows below CVP Joint Use,null
C_DAGUER,C_DAGUER/FLOW-CHANNEL,null,Flow,Flows below Daguerre Point,null
C_DELTA,C_DELTA/FLOW-CHANNEL,null,Flow,Flows below Delta,null
C_DSAMGC,C_DSAMGC/FLOW-CHANNEL,null,Flow,Flows below Dos Amigos CVP,null
C_DSAMGS,C_DSAMGS/FLOW-CHANNEL,null,Flow,Flows below Dos Amigos SWP,null
C_DXC,C_DXC/FLOW-CHANNEL,null,Flow,Flows below Delta Cross Channel,null
C_FOLSM,C_FOLSM/FLOW-CHANNEL,null,Flow,Flows below Folsom,null
C_HOOD,C_HOOD/FLOW-CHANNEL,D_HOOD/FLOW-DELIVERY,Flow,Flows below Hood,Diversion
C_HST,C_HST/FLOW-CHANNEL,null,Flow,Flows below H. St.,null
C_INDNSL,C_INDNSL/FLOW-CHANNEL,null,Flow,Flows below Rock Slough,null
C_INTRTI,C_INTRTI/FLOW-CHANNEL,null,Flow,Flows below Intertie,null
C_JTUTERM,C_JTUTERM/FLOW-CHANNEL,null,Flow,Flows below Joint Use Terminal,null
C_KCWA,C_KCWA/FLOW-CHANNEL,null,Flow,Flows below Kern County Water Agency,null
C_KSWCK,C_KSWCK/FLOW-CHANNEL,C_KSWCK_MIF/FLOW-MIN-INSTREAM,Flow,Sacramento River at Keswick,Minimum Instream Flow
C_LASPER,C_LASPER/FLOW-CHANNEL,null,Flow,Flows below Lasper,null
C_LWSTN,C_LWSTN/FLOW-CHANNEL,null,Flow,Flows below Lewiston,null
C_MOKLMN,C_MOKLMN/FLOW-CHANNEL,null,Flow,Flows below Mokelumne River,null
C_MDOTA,C_MDOTA/FLOW-CHANNEL,null,Flow,Flows below Mendota Pool,null
C_NBA,C_NBA/FLOW-CHANNEL,null,Flow,Flows below North Bay Aqueduct,null
C_NIMBUS,C_NIMBUS/FLOW-CHANNEL,C_NIMBUS_MIF/FLOW-MIN-INSTREAM,Flow,American River at Nimbus,Minimum Instream Flow
C_OFBCVP,C_OFBCVP/FLOW-CHANNEL,null,Flow,Flows below O'Neil Forebay CVP,null
C_OFBSWP,C_OFBSWP/FLOW-CHANNEL,null,Flow,Flows below O'Neil Forebay SWP,null
C_OMR,C_OMR/FLOW-CHANNEL,C_INDNSL/FLOW-CHANNEL,Flow,Flows below Old and Middle River,Indian Slough Flow
C_ONLFB,C_ONLFB/FLOW-CHANNEL,null,Flow,Flows below O'Neil Forebay,null
C_OROVL,C_OROVL/FLOW-CHANNEL,null,Flow,Flows below Oroville,null
C_OSO,C_OSO/FLOW-CHANNEL,null,Flow,Flows below Oso and Alamo,null
C_PEARBLPP,C_PEARBLPP/FLOW-CHANNEL,null,Flow,Flows below Pearlblossom Pumping Plant,null
C_REDBLF,C_REDBLF/FLOW-CHANNEL,C_REDBLF_MIF/FLOW-MIN-INSTREAM,Flow,Flows below Red Bluff,Minimum Instream Flow
C_SACAME,C_SACAME/FLOW-CHANNEL,null,Flow,Flows below Sacramento and American Rivers Confluence,null
C_SACBI,C_SACBI/FLOW-CHANNEL,null,Flow,Flows below Brannan Island,null
C_SACDXC,C_SACDXC/FLOW-CHANNEL,null,Flow,Flows below Sacramento at Delta Cross Channel,null
C_SACFEA,C_SACFEA/FLOW-CHANNEL,null,Flow,Flows below Sacramento and Feather Rivers Confluence,null
C_SACND,C_SACND/FLOW-CHANNEL,null,Flow,Flows below Sacramento River at North Delta,null
C_SACRV,C_SACRV/FLOW-CHANNEL,RIOVISTA_SWRCB_DV/DELTAFLOWCRITERIA,Flow,Flows below Rio Vista,Sacramento_River_Flow_Criteria_at_Rio_Vista
C_SACSJR,C_SACSJR/FLOW-CHANNEL,NDO_SWRCB_DV/DELTAFLOWCRITERIA,Flow,Net Delta Outflows,Detla_OutFlow_Criteria
C_SBAY,C_SBAY/FLOW-CHANNEL,null,Flow,Flows below South Bay Aqueduct,null
C_SHSTA,C_SHSTA/FLOW-CHANNEL,null,Flow,Flows below Shasta Lake,null
C_SJRCAL,C_SJRCAL/FLOW-CHANNEL,null,Flow,Flows on San Joaquin River below SJRCalaveras,null
C_SJRCD,C_SJRCD/FLOW-CHANNEL,null,Flow,Flows on San Joaquin River at Central Delta,null
C_SJRMI,C_SJRMI/FLOW-CHANNEL,null,Flow,Flows on San Joaquin River below Medford Island,null
C_SJROLDR,C_SJROLDR/FLOW-CHANNEL,null,Flow,Flows on San Joaquin River Below Old River,null
C_SJRSTO,C_SJRSTO/FLOW-CHANNEL,null,Flow,Flows on San Joaquin River below Stockton,null
C_SJRVER,C_SJRVER/FLOW-CHANNEL,null,Flow,Flows on San Joaquin River below Vernalis,null
C_SJRVI,C_SJRVI/FLOW-CHANNEL,null,Flow,Flows on San Joaquin River below Venice Island,null
C_SLCVP,C_SLCVP/FLOW-CHANNEL,null,Flow,Flows below CVP San Luis,null
C_SLSWP,C_SLSWP/FLOW-CHANNEL,null,Flow,Flows below SWP San Luis,null
C_SWPJU,C_SWPJU/FLOW-CHANNEL,null,Flow,Flows below SWP Joint Use Facility,null
C_THERM,C_THERM/FLOW-CHANNEL,C_THERM_MIF/FLOW-MIN-INSTREAM,Flow,Flows below Thermalito,Minimum Instream Flow
C_TRMNS,C_TRMNS/FLOW-CHANNEL,null,Flow,Flows below Terminous,null
C_TRNTY,C_TRNTY/FLOW-CHANNEL,null,Flow,Flows below Trinity,null
C_UPDMC,C_UPDMC/FLOW-CHANNEL,null,Flow,Flows below Upper Mendota Canal,null
C_OLDRIVER,C_OLDRIVER/FLOW-CHANNEL,null,Flow,Flows on Old River,null
C_WARNEPP,C_WARNEPP/FLOW-CHANNEL,null,Flow,Flows below Warne Power Plant,null
C_WILKNS,C_WILKNS/FLOW-CHANNEL,C_WILKNS_MIF/FLOW-MIN-INSTREAM,Flow,Flows below Wilkins Slough,Minimum Instream Flow
C_WKYTN,C_WKYTN/FLOW-CHANNEL,C_WKYTN_MIF/FLOW-MIN-INSTREAM,Flow,Flows below Whiskeytown,Minimum Instream Flow
C_YOLOBP,C_YOLOBP/FLOW-CHANNEL,null,Flow,Flows below Yolo Bypass,null
C_YUBFEA,C_YUBFEA/FLOW-CHANNEL,C_YUBFEA_MIF/FLOW-MIN-INSTREAM,Flow,Flows below Yuba City,Minimum Instream Flow
C_CALAV,C_CALAV/FLOW-CHANNEL,null,Flow,Flows on Calaveras River below Calaveras,null
C_NHGAN,C_NHGAN/FLOW-CHANNEL,null,Flow,Flows on Calaveras River below New Hogan,null
C_SJRSTAN,C_SJRSTAN/FLOW-CHANNEL,null,Flow,Flows on San Joaquin River below SJRStanislaus,null
C_STANRIPN,C_STANRIPN/FLOW-CHANNEL,null,Flow,Flows on Stanislaus River below Ripon,null
C_SJRMAZE,C_SJRMAZE/FLOW-CHANNEL,null,Flow,Flows on San Joaquin River below SJRMaze,null
C_STANGDWN,C_STANGDWN/FLOW-CHANNEL,null,Flow,Flows on Stanislaus River below Goodwin,null
C_MELON,C_MELON/FLOW-CHANNEL,null,Flow,Flows on Stanislaus River below New Melones,null
C_SJRTUOL,C_SJRTUOL/FLOW-CHANNEL,null,Flow,Flows on San Joaquin River below SJRTuolumne,null
C_SJRMER,C_SJRMER/FLOW-CHANNEL,null,Flow,Flows on San Joaquin River below SJRMerced,null
C_TUOL,C_TUOL/FLOW-CHANNEL,null,Flow,Flows on Tuolumne River below Tuolumne,null
C_PEDRO,C_PEDRO/FLOW-CHANNEL,null,Flow,Flows on Tuolumne River below New Don Pedro,null
C619,C619/FLOW-CHANNEL,null,Flow,Westside Return Flows to SJRMerced,null
C_MERCED2,C_MERCED2/FLOW-CHANNEL,null,Flow,Flows on Merced River below Merced2,null
C_SJRMS,C_SJRMS/FLOW-CHANNEL,null,Flow,Flows on San Joaquin River below SJRMudSalt,null
C_MERCED1,C_MERCED1/FLOW-CHANNEL,null,Flow,Flows on Merced River below Merced1,null
C_MCLRE,C_MCLRE/FLOW-CHANNEL,null,Flow,Flows on Merced River below McClure,null
C_SJRLNDR,C_SJRLNDR/FLOW-CHANNEL,null,Flow,Flows on San Joaquin River below SJRLander,null
C_MDOTABVAMP,C_MDOTABVAMP/FLOW-CHANNEL,null,Flow,Westside Return Flows to SJRMudSalt,null
C_EASTBYP,C_EASTBYP/FLOW-CHANNEL,null,Flow,Flows through Eastside Bypass,null
C_SJRMPBYP,C_SJRMPBYP/FLOW-CHANNEL,null,Flow,Flows on San Joaquin River below SJRMaraBypass,null
C_MPBYP,C_MPBYP/FLOW-CHANNEL,null,Flow,Flows through Maraposa Bypass,null
C_SJRSAND,C_SJRSAND/FLOW-CHANNEL,null,Flow,Flows on San Joaquin River below SJRSand,null
C_SJRSACK,C_SJRSACK/FLOW-CHANNEL,null,Flow,Flows on San Joaquin River below SJRSack,null
C_SANDSL,C_SANDSL/FLOW-CHANNEL,null,Flow,Flows through Sand Slough,null
C_SJRREST,C_SJRREST/FLOW-CHANNEL,null,Flow,San Joaquin River Restoration Flows below Chowchilla Bifurcation,null
C_MDOTA,C_MDOTA/FLOW-CHANNEL,null,Flow,Flows on San Joaquin River below Mendota Pool,null
C_SJRSACKBC,C_SJRSACKBC/FLOW-CHANNEL,null,Flow,Canal Flow from Sack Dam,null
C_CHOWR,C_CHOWR/FLOW-CHANNEL,null,Flow,Flows on Chowchilla River below Chowchilla1,null
C_CHOWBYP2,C_CHOWBYP2/FLOW-CHANNEL,null,Flow,Flows on Chowchilla Bypass below Fresno River,null
C_MDRCNL,C_MDRCNL/FLOW-CHANNEL,null,Flow,Madera Canal Flows to Chowchilla1,null
C_ESTMN,C_ESTMN/FLOW-CHANNEL,null,Flow,Flows on Chowchilla River below Eastman,null
C_MDRCNLF,C_MDRCNLF/FLOW-CHANNEL,null,Flow,Madera Canal Spills to Chowchilla1,null
C_MDRCNL_16B,C_MDRCNL_16B/FLOW-CHANNEL,null,Flow,Madera Canal 16B Flows to Chowchilla1,null
C_FRSNO,C_FRSNO/FLOW-CHANNEL,null,Flow,Flows on Fresno River below Fresno,null
C_CHOWBYP1,C_CHOWBYP1/FLOW-CHANNEL,null,Flow,Flows on Chowchilla Bypass below Chowchilla Bifurcation,null
C_HNSLY,C_HNSLY/FLOW-CHANNEL,null,Flow,Flows on Fresno River below Hensley,null
C_CVPDMC,C_CVPDMC/FLOW-CHANNEL,null,Flow,Flows in Delta Mendota Canal,null
C_SJRCB,C_SJRCB/FLOW-CHANNEL,null,Flow,Flows on San Joaquin River below Chowchilla Bifurcation,null
C_MDOTABC,C_MDOTABC/FLOW-CHANNEL,null,Flow,Canal Flow from Mendota Pool,null
C_GRAVF,C_GRAVF/FLOW-CHANNEL,null,Flow,Flows on San Joaquin River below Gravelly Ford,null
C_MLRTN,C_MLRTN/FLOW-CHANNEL,null,Flow,Flows on San Joaquin River below Millerton,null
D_ALAMO (877-880),D_ALAMO/FLOW-DELIVERY,null,Deliveries,Deliveries from Alamo,null
D_ANTIOCH,D_ANTIOCH/FLOW-DELIVERY,null,Deliveries,Deliveries from Antioch,null
D_BANKS,D_BANKS/FLOW-DELIVERY,null,Deliveries,Banks Pumping Plant Exports,null
D_BRANANIS,D_BRANANIS/FLOW-DELIVERY,null,Deliveries,Deliveries from Brannan Island,null
D_CASTAIC,D_CASTAIC/FLOW-DELIVERY,null,Deliveries,Deliveries from Castaic,null
D_CCWDINTK,D_CCWDINTK/FLOW-DELIVERY,null,Deliveries,Deliveries from Contra Costa Water District Intake,null
D_CCWDVCOR,D_CCWDVCOR/FLOW-DELIVERY,null,Deliveries,Deliveries from Victoria Canal and Old River to Contra Costa Water District,null
D_COASTAQDCT (850),D_COASTAQDCT/FLOW-DELIVERY,null,Deliveries,Deliveries from Coastal Aqueduct,null
D_CONEYIS,D_CONEYIS/FLOW-DELIVERY,null,Deliveries,Deliveries from Coney Island,null
D_CVC2CHRIS(859_862_863_864),D_CVC2CHRIS/FLOW-DELIVERY,null,Deliveries,Deliveries from Chrisman Pumping Plant,null
D_CVP_CVC (855),D_CVP_CVC/FLOW-DELIVERY,null,Deliveries,Deliveries from Cross Valley Canal,null
D_CVPJU_LDMC,D_CVPJU_LDMC/FLOW-DELIVERY,null,Deliveries,Deliveries from CVP Joint Use Lower Mendota Canal,null
D_CVPJUSWP,D_CVPJUSWP/FLOW-DELIVERY,null,Deliveries,Deliveries from CVP/SWP Joint Use,null
D_CVPRFG_854 (854_856),D_CVPRFG_854/FLOW-DELIVERY,null,Deliveries,Deliveries from CVPRFG_854,null
D_DAGUER,D_DAGUER/FLOW-DELIVERY,null,Deliveries,Deliveries from Dagguere Point,null
D_DELTAREQD,D_DELTAREQD/FLOW-DELIVERY,null,Deliveries,Deliveries from Delta Required Outflow,null
D_DELVALLE,D_DELVALLE/FLOW-DELIVERY,null,Deliveries,Deliveries from DelValle,null
D_DOSAMIGOSCVP,D_DOSAMIGOSCVP/FLOW-DELIVERY,null,Deliveries,Deliveries from CVP Dos Amigos Pumping Plant,null
D_DOSAMIGOSSWP,D_DOSAMIGOSSWP/FLOW-DELIVERY,null,Deliveries,Deliveries from SWP Dos Amigos Pumping Plant,null
D_EMP2DUD (846-849),D_EMP2DUD/FLOW-DELIVERY,null,Deliveries,Deliveries from Las Perillas,null
D_EXPTD,D_EXPTD/FLOW-DELIVERY,null,Deliveries,Deliveries from Coney Island and Pumping Plants,null
D_FOLSM,D_FOLSM/FLOW-DELIVERY,null,Deliveries,Deliveries from Folsom,null
D_FREWEIR,D_FREWEIR/FLOW-DELIVERY,null,Deliveries,Deliveries from Fremont Weir,null
D_FVB,D_FVB/FLOW-DELIVERY,null,Deliveries,Deliveries from FVB,null
D_HOOD,D_HOOD/FLOW-DELIVERY,null,Deliveries,Deliveries from Hood,null
D_HST,D_HST/FLOW-DELIVERY,null,Deliveries,Deliveries from H. St.,null
D_JONES,D_JONES/FLOW-DELIVERY,null,Deliveries,Jones Pumping Plant Exports,null
D_KCWA (851),D_KCWA/FLOW-DELIVERY,null,Deliveries,Deliveries from Kern County Water Agency,null
D_MEDFORDIS,D_MEDFORDIS/FLOW-DELIVERY,null,Deliveries,Deliveries from Medford Island,null
D_MENDOTAPL,D_MENDOTAPL/FLOW-DELIVERY,null,Deliveries,Deliveries from Mendota Pool,null
D_NAPA,D_NAPA/FLOW-DELIVERY,null,Deliveries,Deliveries from Napa,null
D_NIMBUS,D_NIMBUS/FLOW-DELIVERY,null,Deliveries,Deliveries from Nimbus,null
D_OFBCVP,D_OFBCVP/FLOW-DELIVERY,null,Deliveries,Deliveries from CVP O'Neil Forebay,null
D_OFBSWP,D_OFBSWP/FLOW-DELIVERY,null,Deliveries,Deliveries from SWP O'Neil Forebay,null
D_ONEILLFBSWP,D_ONEILLFBSWP/FLOW-DELIVERY,null,Deliveries,Deliveries to O'Neil Forebay SWP,null
D_OROVL,D_OROVL/FLOW-DELIVERY,null,Deliveries,Deliveries from Oroville,null
D_OSO,D_OSO/FLOW-DELIVERY,null,Deliveries,Deliveries from Oso,null
D_PEARBLPP,D_PEARBLPP/FLOW-DELIVERY,null,Deliveries,Deliveries from Pearlblossom Pumping Plant,null
D_PERRIS,D_PERRIS/FLOW-DELIVERY,null,Deliveries,Deliveries from Perris,null
D_PYRAMID,D_PYRAMID/FLOW-DELIVERY,null,Deliveries,Deliveries from Pyramid,null
D_REDBLF,D_REDBLF/FLOW-DELIVERY,null,Deliveries,Deliveries from Red Bluff,null
D_SACAME,D_SACAME/FLOW-DELIVERY,null,Deliveries,Deliveries from Sacramento River at American River Confluence,null
D_SACSJR,D_SACSJR/FLOW-DELIVERY,null,Deliveries,Deliveries from Sacramento River at San Joaquin River Confluence,null
D_SACWEIR,D_SACWEIR/FLOW-DELIVERY,null,Deliveries,Deliveries from Sacramento Weir,null
D_SBAY,D_SBAY/FLOW-DELIVERY,null,Deliveries,Deliveries from South Bay,null
D_SILVERWOOD,D_SILVERWOOD/FLOW-DELIVERY,null,Deliveries,Deliveries from Silverwood,null
D_SLCVP,D_SLCVP/FLOW-DELIVERY,null,Deliveries,Deliveries from CVP San Luis,null
D_SOLANO,D_SOLANO/FLOW-DELIVERY,null,Deliveries,Deliveries from Solano,null
D_STOCKTON,D_STOCKTON/FLOW-DELIVERY,null,Deliveries,Deliveries from Stockton,null
D_SWPJUCVP,D_SWPJUCVP/FLOW-DELIVERY,null,Deliveries,Deliveries from SWP/CVP Joint Use Facility,null
D_TERMINOUS,D_TERMINOUS/FLOW-DELIVERY,null,Deliveries,Deliveries from Terminous,null
D_THERM,D_THERM/FLOW-DELIVERY,null,Deliveries,Deliveries from Thermalito,null
